_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,sentiment,sentiment:confidence,date,id,query,sentiment_gold,text,tokens,stemmed_tokens,lemmatized_tokens
623497732,False,finalized,3,12/12/2014 2:56,3,0.697,Fri Dec 05 20:43:18 +0000 2014,5.41e+17,#AAPL OR @Apple,,There needs to be an emoji with war paint/football make up on. @apple @emojimakers for fangirls everywhere.,"['needs', 'emoji', 'war', 'paint', 'football', 'make', 'apple', 'emojimakers', 'fangirls', 'everywhere']","['need', 'emoji', 'war', 'paint', 'footbal', 'make', 'appl', 'emojimak', 'fangirl', 'everywher']","['need', 'emoji', 'war', 'paint', 'football', 'make', 'apple', 'emojimakers', 'fangirls', 'everywhere']"
623497733,False,finalized,3,12/12/2014 22:03,3,1.0,Fri Dec 05 20:44:44 +0000 2014,5.41e+17,#AAPL OR @Apple,,@daulfn @AppleUK_ @Apple It's what most of our devs do,"['daulfn', 'appleuk', 'apple', 'devs']","['daulfn', 'appleuk', 'appl', 'dev']","['daulfn', 'appleuk', 'apple', 'devs']"
623497734,False,finalized,3,12/12/2014 2:23,3,1.0,Fri Dec 05 20:45:03 +0000 2014,5.41e+17,#AAPL OR @Apple,,#AAPL:12 Unexpected Stocks Bringing Buffett and Fellow Billionaires Holiday ...http://t.co/QSxQQPAg2q,"['aapl', '12', 'unexpected', 'stocks', 'bringing', 'buffett', 'fellow', 'billionaires', 'holiday']","['aapl', '12', 'unexpect', 'stock', 'bring', 'buffett', 'fellow', 'billionair', 'holiday']","['aapl', '12', 'unexpected', 'stock', 'bringing', 'buffett', 'fellow', 'billionaire', 'holiday']"
623497735,False,finalized,3,12/12/2014 3:47,3,1.0,Fri Dec 05 20:47:33 +0000 2014,5.41e+17,#AAPL OR @Apple,,"#UBS #Increases @Apple [#Apple]'s #iPhone6 Sales, #Revenue And EPS. (#Friday, 5 #December) http://t.co/yEPG0Urogc","['ubs', 'increases', 'apple', 'apple', 'iphone6', 'sales', 'revenue', 'eps', 'friday', '5', 'december']","['ub', 'increas', 'appl', 'appl', 'iphone6', 'sale', 'revenu', 'ep', 'friday', '5', 'decemb']","['ubs', 'increase', 'apple', 'apple', 'iphone6', 'sale', 'revenue', 'eps', 'friday', '5', 'december']"
623497736,False,finalized,3,12/12/2014 21:06,1,0.6758,Fri Dec 05 20:49:25 +0000 2014,5.41e+17,#AAPL OR @Apple,,RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple,"['rt', 'cruci0btch', 'harry', 'potter', 'emojis', 'please', 'work', 'apple']","['rt', 'cruci0btch', 'harri', 'potter', 'emoji', 'pleas', 'work', 'appl']","['rt', 'cruci0btch', 'harry', 'potter', 'emojis', 'please', 'work', 'apple']"
623497737,False,finalized,6,12/11/2014 21:50,1,0.5044,Fri Dec 05 20:53:15 +0000 2014,5.41e+17,#AAPL OR @Apple,,@Apple admits deleting rival music store tracks from iPods | Apple | http://t.co/DPH21dL8K3 http://t.co/GEAgJUuRSO,"['apple', 'admits', 'deleting', 'rival', 'music', 'store', 'tracks', 'ipods', 'apple']","['appl', 'admit', 'delet', 'rival', 'music', 'store', 'track', 'ipod', 'appl']","['apple', 'admits', 'deleting', 'rival', 'music', 'store', 'track', 'ipod', 'apple']"
623497738,False,finalized,3,12/12/2014 15:04,1,1.0,Fri Dec 05 20:53:46 +0000 2014,5.41e+17,#AAPL OR @Apple,,"Is it just me, who feels #Yosemite eats more battery &amp; Resource than #Mavericks?  @Apple are you reading this?","['feels', 'yosemite', 'eats', 'battery', 'amp', 'resource', 'mavericks', 'apple', 'reading']","['feel', 'yosemit', 'eat', 'batteri', 'amp', 'resourc', 'maverick', 'appl', 'read']","['feel', 'yosemite', 'eats', 'battery', 'amp', 'resource', 'maverick', 'apple', 'reading']"
623497739,False,finalized,4,12/12/2014 9:04,3,0.7253,Fri Dec 05 20:59:21 +0000 2014,5.41e+17,#AAPL OR @Apple,,BLOCK TRADE detected in #AAPL,"['block', 'trade', 'detected', 'aapl']","['block', 'trade', 'detect', 'aapl']","['block', 'trade', 'detected', 'aapl']"
623497740,False,finalized,3,12/12/2014 21:23,1,1.0,Fri Dec 05 20:59:29 +0000 2014,5.41e+17,#AAPL OR @Apple,,@apple u used to b cool what happened,"['apple', 'u', 'used', 'b', 'cool', 'happened']","['appl', 'u', 'use', 'b', 'cool', 'happen']","['apple', 'u', 'used', 'b', 'cool', 'happened']"
623497741,False,finalized,3,12/12/2014 20:11,1,0.7021,Fri Dec 05 21:00:34 +0000 2014,5.41e+17,#AAPL OR @Apple,,IT &amp; marketing systems @AmericanExpress cause headaches as card holders with @Apple Pay are being opted in for promotions without permission,"['amp', 'marketing', 'systems', 'americanexpress', 'cause', 'headaches', 'card', 'holders', 'apple', 'pay', 'opted', 'promotions', 'without', 'permission']","['amp', 'market', 'system', 'americanexpress', 'caus', 'headach', 'card', 'holder', 'appl', 'pay', 'opt', 'promot', 'without', 'permiss']","['amp', 'marketing', 'system', 'americanexpress', 'cause', 'headache', 'card', 'holder', 'apple', 'pay', 'opted', 'promotion', 'without', 'permission']"
623497742,False,finalized,3,12/11/2014 22:20,1,0.665,Fri Dec 05 21:02:07 +0000 2014,5.41e+17,#AAPL OR @Apple,,..@facebook founder @MarkZuckerberg attacks @apple boss @TimCook over 'ridiculous' comments about ads http://t.co/fNKDDbfLzV,"['facebook', 'founder', 'markzuckerberg', 'attacks', 'apple', 'boss', 'timcook', 'ridiculous', 'comments', 'ads']","['facebook', 'founder', 'markzuckerberg', 'attack', 'appl', 'boss', 'timcook', 'ridicul', 'comment', 'ad']","['facebook', 'founder', 'markzuckerberg', 'attack', 'apple', 'bos', 'timcook', 'ridiculous', 'comment', 'ad']"
623497743,False,finalized,3,12/12/2014 1:50,5,1.0,Fri Dec 05 21:05:46 +0000 2014,5.41e+17,#AAPL OR @Apple,,"RT @_Jamelia_: Dude, @apple is all over the marketing for beats. They have a great marketing team at apple.","['rt', 'jamelia', 'dude', 'apple', 'marketing', 'beats', 'great', 'marketing', 'team', 'apple']","['rt', 'jamelia', 'dude', 'appl', 'market', 'beat', 'great', 'market', 'team', 'appl']","['rt', 'jamelia', 'dude', 'apple', 'marketing', 'beat', 'great', 'marketing', 'team', 'apple']"
623497744,False,finalized,3,12/12/2014 2:33,3,1.0,Fri Dec 05 21:06:17 +0000 2014,5.41e+17,#AAPL OR @Apple,,Foreign Currency Exchange May Be A Headwind For Apple (AAPL) http://t.co/rMPiMkvLsH #AAPL,"['foreign', 'currency', 'exchange', 'may', 'headwind', 'apple', 'aapl', 'aapl']","['foreign', 'currenc', 'exchang', 'may', 'headwind', 'appl', 'aapl', 'aapl']","['foreign', 'currency', 'exchange', 'may', 'headwind', 'apple', 'aapl', 'aapl']"
623497745,False,finalized,3,12/12/2014 21:54,1,1.0,Fri Dec 05 21:12:16 +0000 2014,5.41e+17,#AAPL OR @Apple,,"@ATTCares @senisbs Wireless Family Share plan, one line upgrade just killed my discount. Not sure it was mentioned on @Apple pre-order page.","['attcares', 'senisbs', 'wireless', 'family', 'share', 'plan', 'one', 'line', 'upgrade', 'killed', 'discount', 'sure', 'mentioned', 'apple', 'pre', 'order', 'page']","['attcar', 'senisb', 'wireless', 'famili', 'share', 'plan', 'one', 'line', 'upgrad', 'kill', 'discount', 'sure', 'mention', 'appl', 'pre', 'order', 'page']","['attcares', 'senisbs', 'wireless', 'family', 'share', 'plan', 'one', 'line', 'upgrade', 'killed', 'discount', 'sure', 'mentioned', 'apple', 'pre', 'order', 'page']"
623497746,False,finalized,6,12/12/2014 22:11,5,0.6665,Fri Dec 05 21:12:42 +0000 2014,5.41e+17,#AAPL OR @Apple,,#AAPL RT @cue: Proud to be part of #HourofCode next week. Events at Apple retail stores around the world. http://t.co/ag2ki1ZDVf,"['aapl', 'rt', 'cue', 'proud', 'part', 'hourofcode', 'next', 'week', 'events', 'apple', 'retail', 'stores', 'around', 'world']","['aapl', 'rt', 'cue', 'proud', 'part', 'hourofcod', 'next', 'week', 'event', 'appl', 'retail', 'store', 'around', 'world']","['aapl', 'rt', 'cue', 'proud', 'part', 'hourofcode', 'next', 'week', 'event', 'apple', 'retail', 'store', 'around', 'world']"
623497747,False,finalized,3,12/12/2014 4:05,5,1.0,Fri Dec 05 21:13:26 +0000 2014,5.41e+17,#AAPL OR @Apple,,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu,"['rt', 'shannonmmiller', 'love', 'apple', 'supporting', 'hourofcode', 'workshops']","['rt', 'shannonmmil', 'love', 'appl', 'support', 'hourofcod', 'workshop']","['rt', 'shannonmmiller', 'love', 'apple', 'supporting', 'hourofcode', 'workshop']"
623497748,False,finalized,3,12/12/2014 20:45,5,1.0,Fri Dec 05 21:13:45 +0000 2014,5.41e+17,#AAPL OR @Apple,,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu,"['rt', 'shannonmmiller', 'love', 'apple', 'supporting', 'hourofcode', 'workshops']","['rt', 'shannonmmil', 'love', 'appl', 'support', 'hourofcod', 'workshop']","['rt', 'shannonmmiller', 'love', 'apple', 'supporting', 'hourofcode', 'workshop']"
623497749,False,finalized,3,12/12/2014 0:42,1,1.0,Fri Dec 05 21:19:52 +0000 2014,5.41e+17,#AAPL OR @Apple,,itunes is awful &amp; is ruining my life fix your shit @apple,"['itunes', 'awful', 'amp', 'ruining', 'life', 'fix', 'shit', 'apple']","['itun', 'aw', 'amp', 'ruin', 'life', 'fix', 'shit', 'appl']","['itunes', 'awful', 'amp', 'ruining', 'life', 'fix', 'shit', 'apple']"
623497750,False,finalized,6,12/12/2014 13:37,3,0.642,Fri Dec 05 21:19:57 +0000 2014,5.41e+17,#AAPL OR @Apple,,"Buyer's Guide: Deals on MacBook Air, Retina MacBook Pro, iPads, Apple Accessories, and More [Mac Blog] http://t.co/EAC2nK1Nkk #AAPL","['buyer', 'guide', 'deals', 'macbook', 'air', 'retina', 'macbook', 'pro', 'ipads', 'apple', 'accessories', 'mac', 'blog', 'aapl']","['buyer', 'guid', 'deal', 'macbook', 'air', 'retina', 'macbook', 'pro', 'ipad', 'appl', 'accessori', 'mac', 'blog', 'aapl']","['buyer', 'guide', 'deal', 'macbook', 'air', 'retina', 'macbook', 'pro', 'ipads', 'apple', 'accessory', 'mac', 'blog', 'aapl']"
623497751,False,finalized,3,12/12/2014 16:21,1,0.6585,Fri Dec 05 21:20:30 +0000 2014,5.41e+17,#AAPL OR @Apple,,"#Forget @Apple [#Apple]'s #iPhone and @SamsungMobileUS #Samsung's Galaxy, the #humble flip phone is back. (#Frid... http://t.co/6CiLI9sCw6","['forget', 'apple', 'apple', 'iphone', 'samsungmobileus', 'samsung', 'galaxy', 'humble', 'flip', 'phone', 'back', 'frid']","['forget', 'appl', 'appl', 'iphon', 'samsungmobileu', 'samsung', 'galaxi', 'humbl', 'flip', 'phone', 'back', 'frid']","['forget', 'apple', 'apple', 'iphone', 'samsungmobileus', 'samsung', 'galaxy', 'humble', 'flip', 'phone', 'back', 'frid']"
623497752,False,finalized,3,12/11/2014 21:21,3,1.0,Fri Dec 05 21:25:19 +0000 2014,5.41e+17,#AAPL OR @Apple,,"Apple Inc. price at close, December 05, 2014, is 114.9801. #apple #AAPL","['apple', 'inc', 'price', 'close', 'december', '05', '2014', '114', '9801', 'apple', 'aapl']","['appl', 'inc', 'price', 'close', 'decemb', '05', '2014', '114', '9801', 'appl', 'aapl']","['apple', 'inc', 'price', 'close', 'december', '05', '2014', '114', '9801', 'apple', 'aapl']"
623497753,False,finalized,3,12/12/2014 22:01,1,0.675,Fri Dec 05 21:30:03 +0000 2014,5.41e+17,#AAPL OR @Apple,,#AAPL:Why can't Apple meet demand for the iPhone 6?...http://t.co/200wqsCPaG,"['aapl', 'apple', 'meet', 'demand', 'iphone', '6']","['aapl', 'appl', 'meet', 'demand', 'iphon', '6']","['aapl', 'apple', 'meet', 'demand', 'iphone', '6']"
623497754,False,finalized,3,12/12/2014 19:59,1,1.0,Fri Dec 05 21:35:48 +0000 2014,5.41e+17,#AAPL OR @Apple,,"had soo many iPhones and never had a problem, smashed 2 screens in 3 months with this 6 @apple u can suck my balls","['soo', 'many', 'iphones', 'never', 'problem', 'smashed', '2', 'screens', '3', 'months', '6', 'apple', 'u', 'suck', 'balls']","['soo', 'mani', 'iphon', 'never', 'problem', 'smash', '2', 'screen', '3', 'month', '6', 'appl', 'u', 'suck', 'ball']","['soo', 'many', 'iphones', 'never', 'problem', 'smashed', '2', 'screen', '3', 'month', '6', 'apple', 'u', 'suck', 'ball']"
623497755,False,finalized,4,12/12/2014 4:00,3,0.7201,Fri Dec 05 21:37:24 +0000 2014,5.41e+17,#AAPL OR @Apple,,Will Apple Pay Consumers $1 Billion For Deleting Their Music? http://t.co/BWtOE7mAo5 #AAPL,"['apple', 'pay', 'consumers', '1', 'billion', 'deleting', 'music', 'aapl']","['appl', 'pay', 'consum', '1', 'billion', 'delet', 'music', 'aapl']","['apple', 'pay', 'consumer', '1', 'billion', 'deleting', 'music', 'aapl']"
623497756,False,finalized,3,12/12/2014 1:24,1,0.6373,Fri Dec 05 21:43:15 +0000 2014,5.41e+17,#AAPL OR @Apple,,"RT @taraluv_: had soo many iPhones and never had a problem, smashed 2 screens in 3 months with this 6 @apple u can suck my balls","['rt', 'taraluv', 'soo', 'many', 'iphones', 'never', 'problem', 'smashed', '2', 'screens', '3', 'months', '6', 'apple', 'u', 'suck', 'balls']","['rt', 'taraluv', 'soo', 'mani', 'iphon', 'never', 'problem', 'smash', '2', 'screen', '3', 'month', '6', 'appl', 'u', 'suck', 'ball']","['rt', 'taraluv', 'soo', 'many', 'iphones', 'never', 'problem', 'smashed', '2', 'screen', '3', 'month', '6', 'apple', 'u', 'suck', 'ball']"
623497757,False,finalized,3,12/12/2014 9:30,1,1.0,Fri Dec 05 21:43:21 +0000 2014,5.41e+17,#AAPL OR @Apple,,Is there ever going to be a moment y'all are going to fix the battery? Mine goes from 100% to 22% in an hour. @apple,"['ever', 'going', 'moment', 'going', 'fix', 'battery', 'mine', 'goes', '100', '22', 'hour', 'apple']","['ever', 'go', 'moment', 'go', 'fix', 'batteri', 'mine', 'goe', '100', '22', 'hour', 'appl']","['ever', 'going', 'moment', 'going', 'fix', 'battery', 'mine', 'go', '100', '22', 'hour', 'apple']"
623497758,False,finalized,3,12/12/2014 15:02,3,0.7119,Fri Dec 05 21:45:05 +0000 2014,5.41e+17,#AAPL OR @Apple,,The power of @Apple 's strong branding and store design in one photo http://t.co/Xsjk3LV0ei via @qz.  Article: http://t.co/eDjJ9R61yE,"['power', 'apple', 'strong', 'branding', 'store', 'design', 'one', 'photo', 'via', 'qz', 'article']","['power', 'appl', 'strong', 'brand', 'store', 'design', 'one', 'photo', 'via', 'qz', 'articl']","['power', 'apple', 'strong', 'branding', 'store', 'design', 'one', 'photo', 'via', 'qz', 'article']"
623497759,False,finalized,3,12/12/2014 15:04,5,1.0,Fri Dec 05 21:48:44 +0000 2014,5.41e+17,#AAPL OR @Apple,,Sorry @samsung but I will be taking my smartphone talents over to @Apple. The iphone 6 is more reliable &amp; is better for everyday usage.,"['sorry', 'samsung', 'taking', 'smartphone', 'talents', 'apple', 'iphone', '6', 'reliable', 'amp', 'better', 'everyday', 'usage']","['sorri', 'samsung', 'take', 'smartphon', 'talent', 'appl', 'iphon', '6', 'reliabl', 'amp', 'better', 'everyday', 'usag']","['sorry', 'samsung', 'taking', 'smartphone', 'talent', 'apple', 'iphone', '6', 'reliable', 'amp', 'better', 'everyday', 'usage']"
623497760,False,finalized,3,12/11/2014 18:42,1,0.6595,Fri Dec 05 21:50:00 +0000 2014,5.41e+17,#AAPL OR @Apple,,"#Why #can't @Apple [#Apple] meet demand for the #iPhone6?. (#Friday, 5 #December) http://t.co/dCKe05pVa4","['apple', 'apple', 'meet', 'demand', 'iphone6', 'friday', '5', 'december']","['appl', 'appl', 'meet', 'demand', 'iphone6', 'friday', '5', 'decemb']","['apple', 'apple', 'meet', 'demand', 'iphone6', 'friday', '5', 'december']"
623497761,False,finalized,3,12/12/2014 22:03,3,1.0,Fri Dec 05 21:51:49 +0000 2014,5.41e+17,#AAPL OR @Apple,,"So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll","['promoproduct', 'suppliers', 'carry', 'brandable', 'apple', 'compliant', 'adapters', 'headsaregoingtoroll']","['promoproduct', 'supplier', 'carri', 'brandabl', 'appl', 'compliant', 'adapt', 'headsaregoingtorol']","['promoproduct', 'supplier', 'carry', 'brandable', 'apple', 'compliant', 'adapter', 'headsaregoingtoroll']"
623497762,False,finalized,3,12/11/2014 22:16,3,1.0,Fri Dec 05 21:53:14 +0000 2014,5.41e+17,#AAPL OR @Apple,,"Early Apple Employee Bill Fernandez Shares Details on Steve Jobs, Creation of the Apple II, and More http://t.co/hv7TfDUIm9 #AAPL","['early', 'apple', 'employee', 'bill', 'fernandez', 'shares', 'details', 'steve', 'jobs', 'creation', 'apple', 'ii', 'aapl']","['earli', 'appl', 'employe', 'bill', 'fernandez', 'share', 'detail', 'steve', 'job', 'creation', 'appl', 'ii', 'aapl']","['early', 'apple', 'employee', 'bill', 'fernandez', 'share', 'detail', 'steve', 'job', 'creation', 'apple', 'ii', 'aapl']"
623497763,False,finalized,4,12/12/2014 8:36,3,0.7244,Fri Dec 05 21:54:43 +0000 2014,5.41e+17,#AAPL OR @Apple,,"RT @DannyRosin: So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll","['rt', 'dannyrosin', 'promoproduct', 'suppliers', 'carry', 'brandable', 'apple', 'compliant', 'adapters', 'headsaregoingtoroll']","['rt', 'dannyrosin', 'promoproduct', 'supplier', 'carri', 'brandabl', 'appl', 'compliant', 'adapt', 'headsaregoingtorol']","['rt', 'dannyrosin', 'promoproduct', 'supplier', 'carry', 'brandable', 'apple', 'compliant', 'adapter', 'headsaregoingtoroll']"
623497764,False,finalized,3,12/11/2014 21:18,3,0.6822,Fri Dec 05 21:55:14 +0000 2014,5.41e+17,#AAPL OR @Apple,,"@Apple Maps, where is the #FAUSTADIUM ? @floridaatlantic
@fauathletics #fau #bocaraton #floridaatlantic #floridaa... http://t.co/TvvYCwNprw","['apple', 'maps', 'faustadium', 'floridaatlantic', 'fauathletics', 'fau', 'bocaraton', 'floridaatlantic', 'floridaa']","['appl', 'map', 'faustadium', 'floridaatlant', 'fauathlet', 'fau', 'bocaraton', 'floridaatlant', 'floridaa']","['apple', 'map', 'faustadium', 'floridaatlantic', 'fauathletics', 'fau', 'bocaraton', 'floridaatlantic', 'floridaa']"
623497765,False,finalized,3,12/12/2014 9:10,1,1.0,Fri Dec 05 21:58:24 +0000 2014,5.41e+17,#AAPL OR @Apple,,Paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple,"['paid', '20', 'new', '5', 'charger', 'b', 'pissed', 'rape', 'apple']","['paid', '20', 'new', '5', 'charger', 'b', 'piss', 'rape', 'appl']","['paid', '20', 'new', '5', 'charger', 'b', 'pissed', 'rape', 'apple']"
623497766,False,finalized,3,12/12/2014 13:04,1,0.6525,Fri Dec 05 21:59:27 +0000 2014,5.41e+17,#AAPL OR @Apple,,@Apple my wifi is on &amp; working on everything else but my ipad. i'm so pissed. TWO DAYS it's been like this! GET IT TOGETHER #Apple,"['apple', 'wifi', 'amp', 'working', 'everything', 'else', 'ipad', 'pissed', 'two', 'days', 'like', 'get', 'together', 'apple']","['appl', 'wifi', 'amp', 'work', 'everyth', 'els', 'ipad', 'piss', 'two', 'day', 'like', 'get', 'togeth', 'appl']","['apple', 'wifi', 'amp', 'working', 'everything', 'else', 'ipad', 'pissed', 'two', 'day', 'like', 'get', 'together', 'apple']"
623497767,False,finalized,3,12/12/2014 16:15,3,1.0,Fri Dec 05 22:03:07 +0000 2014,5.41e+17,#AAPL OR @Apple,,@DannyRosin @Apple It will be interesting to watch how/if this is resolved.,"['dannyrosin', 'apple', 'interesting', 'watch', 'resolved']","['dannyrosin', 'appl', 'interest', 'watch', 'resolv']","['dannyrosin', 'apple', 'interesting', 'watch', 'resolved']"
623497768,False,finalized,3,12/11/2014 20:55,3,1.0,Fri Dec 05 22:06:46 +0000 2014,5.41e+17,#AAPL OR @Apple,,"@brandivatemktg @Apple - Integrity cures most evils. #MFi, in this case, will too!","['brandivatemktg', 'apple', 'integrity', 'cures', 'evils', 'mfi', 'case']","['brandivatemktg', 'appl', 'integr', 'cure', 'evil', 'mfi', 'case']","['brandivatemktg', 'apple', 'integrity', 'cure', 'evil', 'mfi', 'case']"
623497769,False,finalized,3,12/12/2014 9:39,3,1.0,Fri Dec 05 22:07:48 +0000 2014,5.41e+17,#AAPL OR @Apple,,@DannyRosin @Apple Agreed!,"['dannyrosin', 'apple', 'agreed']","['dannyrosin', 'appl', 'agre']","['dannyrosin', 'apple', 'agreed']"
623497770,False,finalized,3,12/12/2014 3:33,3,1.0,Fri Dec 05 22:15:04 +0000 2014,5.41e+17,#AAPL OR @Apple,,"#AAPL:Pale, hoarse Steve Jobs defends Apple in videotaped deposition in iPod...http://t.co/SNmpSx4TDo","['aapl', 'pale', 'hoarse', 'steve', 'jobs', 'defends', 'apple', 'videotaped', 'deposition', 'ipod']","['aapl', 'pale', 'hoars', 'steve', 'job', 'defend', 'appl', 'videotap', 'deposit', 'ipod']","['aapl', 'pale', 'hoarse', 'steve', 'job', 'defends', 'apple', 'videotaped', 'deposition', 'ipod']"
623497771,False,finalized,3,12/12/2014 1:35,1,1.0,Fri Dec 05 22:16:39 +0000 2014,5.41e+17,#AAPL OR @Apple,,OR @phone OR @apple I FUCKING HATE YHIS OHONE OMG IM SO EMBARRASSED,"['phone', 'apple', 'fucking', 'hate', 'yhis', 'ohone', 'omg', 'im', 'embarrassed']","['phone', 'appl', 'fuck', 'hate', 'yhi', 'ohon', 'omg', 'im', 'embarrass']","['phone', 'apple', 'fucking', 'hate', 'yhis', 'ohone', 'omg', 'im', 'embarrassed']"
623497772,False,finalized,6,12/12/2014 6:10,1,0.676,Fri Dec 05 22:18:30 +0000 2014,5.41e+17,#AAPL OR @Apple,,Why can't Apple meet demand for the iPhone 6? #AAPL http://t.co/niSTjt22ql,"['apple', 'meet', 'demand', 'iphone', '6', 'aapl']","['appl', 'meet', 'demand', 'iphon', '6', 'aapl']","['apple', 'meet', 'demand', 'iphone', '6', 'aapl']"
623497773,False,finalized,4,12/11/2014 14:45,3,0.7916,Fri Dec 05 22:21:49 +0000 2014,5.41e+17,#AAPL OR @Apple,,"Wow, @Uber's $40B+ valuation would rank it No. 11 in Silicon Valley, behind the likes of @Apple, @Google, @facebook http://t.co/nLFvUJ2Ry7","['wow', 'uber', '40b', 'valuation', 'would', 'rank', '11', 'silicon', 'valley', 'behind', 'likes', 'apple', 'google', 'facebook']","['wow', 'uber', '40b', 'valuat', 'would', 'rank', '11', 'silicon', 'valley', 'behind', 'like', 'appl', 'googl', 'facebook']","['wow', 'uber', '40b', 'valuation', 'would', 'rank', '11', 'silicon', 'valley', 'behind', 'like', 'apple', 'google', 'facebook']"
623497774,False,finalized,3,12/12/2014 22:13,5,1.0,Fri Dec 05 22:23:47 +0000 2014,5.41e+17,#AAPL OR @Apple,,RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu,"['rt', 'shannonmmiller', 'love', 'apple', 'supporting', 'hourofcode', 'workshops']","['rt', 'shannonmmil', 'love', 'appl', 'support', 'hourofcod', 'workshop']","['rt', 'shannonmmiller', 'love', 'apple', 'supporting', 'hourofcode', 'workshop']"
623497775,False,finalized,6,12/11/2014 21:48,3,0.5146,Fri Dec 05 22:32:40 +0000 2014,5.41e+17,#AAPL OR @Apple,,Dear @apple bring my phone quicker,"['dear', 'apple', 'bring', 'phone', 'quicker']","['dear', 'appl', 'bring', 'phone', 'quicker']","['dear', 'apple', 'bring', 'phone', 'quicker']"
623497776,False,finalized,3,12/11/2014 21:13,1,0.6505,Fri Dec 05 22:35:19 +0000 2014,5.41e+17,#AAPL OR @Apple,,"IE, Chrome, and Firefox all now have public feature roadmaps...come on, @apple Safari!  Feel free to fork http://t.co/rmkflGk5ZH","['ie', 'chrome', 'firefox', 'public', 'feature', 'roadmaps', 'come', 'apple', 'safari', 'feel', 'free', 'fork']","['ie', 'chrome', 'firefox', 'public', 'featur', 'roadmap', 'come', 'appl', 'safari', 'feel', 'free', 'fork']","['ie', 'chrome', 'firefox', 'public', 'feature', 'roadmaps', 'come', 'apple', 'safari', 'feel', 'free', 'fork']"
623497777,False,finalized,6,12/12/2014 6:10,1,0.676,Fri Dec 05 22:36:15 +0000 2014,5.41e+17,#AAPL OR @Apple,,morning or should I say evening now that @apple replaced my crimped cord! http://t.co/xoaFbFKqTL,"['morning', 'say', 'evening', 'apple', 'replaced', 'crimped', 'cord']","['morn', 'say', 'even', 'appl', 'replac', 'crimp', 'cord']","['morning', 'say', 'evening', 'apple', 'replaced', 'crimped', 'cord']"
623497778,False,finalized,3,12/12/2014 10:31,1,0.6828,Fri Dec 05 22:39:25 +0000 2014,5.41e+17,#AAPL OR @Apple,,"@jacobrossi yeah, seriously... why doesn't @Apple have one?  Good developer relations I think to have one.","['jacobrossi', 'yeah', 'seriously', 'apple', 'one', 'good', 'developer', 'relations', 'think', 'one']","['jacobrossi', 'yeah', 'serious', 'appl', 'one', 'good', 'develop', 'relat', 'think', 'one']","['jacobrossi', 'yeah', 'seriously', 'apple', 'one', 'good', 'developer', 'relation', 'think', 'one']"
623497779,False,finalized,3,12/12/2014 21:02,3,1.0,Fri Dec 05 22:42:17 +0000 2014,5.41e+17,#AAPL OR @Apple,,Apple: Facing A Challenge From Google's Android http://t.co/apqD7jWn7B #AAPL,"['apple', 'facing', 'challenge', 'google', 'android', 'aapl']","['appl', 'face', 'challeng', 'googl', 'android', 'aapl']","['apple', 'facing', 'challenge', 'google', 'android', 'aapl']"
623497780,False,finalized,3,12/12/2014 21:38,3,0.6538,Fri Dec 05 22:47:48 +0000 2014,5.41e+17,#AAPL OR @Apple,,My @apple autocorrect changes Muslim to awesome and I'm okay with that,"['apple', 'autocorrect', 'changes', 'muslim', 'awesome', 'okay']","['appl', 'autocorrect', 'chang', 'muslim', 'awesom', 'okay']","['apple', 'autocorrect', 'change', 'muslim', 'awesome', 'okay']"
623497781,False,finalized,3,12/11/2014 20:59,3,0.6722,Fri Dec 05 22:48:19 +0000 2014,5.41e+17,#AAPL OR @Apple,,RT @hsmoghul: My @apple autocorrect changes Muslim to awesome and I'm okay with that,"['rt', 'hsmoghul', 'apple', 'autocorrect', 'changes', 'muslim', 'awesome', 'okay']","['rt', 'hsmoghul', 'appl', 'autocorrect', 'chang', 'muslim', 'awesom', 'okay']","['rt', 'hsmoghul', 'apple', 'autocorrect', 'change', 'muslim', 'awesome', 'okay']"
623497782,False,finalized,3,12/12/2014 22:13,3,0.6556,Fri Dec 05 22:48:29 +0000 2014,5.41e+17,#AAPL OR @Apple,,RT @hsmoghul: My @apple autocorrect changes Muslim to awesome and I'm okay with that,"['rt', 'hsmoghul', 'apple', 'autocorrect', 'changes', 'muslim', 'awesome', 'okay']","['rt', 'hsmoghul', 'appl', 'autocorrect', 'chang', 'muslim', 'awesom', 'okay']","['rt', 'hsmoghul', 'apple', 'autocorrect', 'change', 'muslim', 'awesome', 'okay']"
