_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,sentiment,sentiment:confidence,date,id,query,sentiment_gold,text
623497640,FALSE,finalized,3,12/12/2014 19:56,3,0.6492,Fri Dec 05 17:49:33 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt spencerescott apple flash crash what you need to know aapl
623497641,FALSE,finalized,3,12/12/2014 2:25,3,1,Fri Dec 05 17:50:40 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt jpdesloges apple fibonacci technicals levels intraday update aapl aapl
623497642,FALSE,finalized,3,12/12/2014 1:35,3,1,Fri Dec 05 17:51:09 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple apple s iphone6plus captures christmas at the white house friday 5 december
623497643,FALSE,finalized,3,12/12/2014 21:32,3,0.6884,Fri Dec 05 17:54:49 +0000 2014,5.41E+17,#AAPL OR @Apple,,hey apple could you add an option in mail to unsubscribe next to the delete archive option after swiping an email
623497644,FALSE,finalized,3,12/11/2014 14:30,1,1,Fri Dec 05 17:59:25 +0000 2014,5.41E+17,#AAPL OR @Apple,,why is it so hard to reach buy suicide squad comics at apple store in turkey apple dccomics appleturkey
623497645,FALSE,finalized,3,12/11/2014 21:00,not_relevant,1,Fri Dec 05 18:05:10 +0000 2014,5.41E+17,#AAPL OR @Apple,,intel amp jesse jackson s rainbowpush to host tech employee diversity event in silicon valley intc goog aapl fb
623497646,FALSE,finalized,3,12/12/2014 21:32,1,1,Fri Dec 05 18:06:18 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple how why did my ical undo 6 months of entries related to recurring date entries they all re set to pay cc i had changed to amnt
623497647,FALSE,finalized,3,12/12/2014 12:39,5,0.6698,Fri Dec 05 18:07:32 +0000 2014,5.41E+17,#AAPL OR @Apple,,way to go apple
623497648,FALSE,finalized,3,12/12/2014 2:25,1,1,Fri Dec 05 18:09:42 +0000 2014,5.41E+17,#AAPL OR @Apple,,just watched my dad struggle to answer a call because his iphone wouldn t let him answer great job on ios apple not
623497649,FALSE,finalized,3,12/12/2014 21:21,1,1,Fri Dec 05 18:10:14 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple ical again it reset all my recurring in spite of months of individualizing each one per current date fail icloud sucking
623497650,FALSE,finalized,3,12/12/2014 21:06,3,0.6517,Fri Dec 05 18:11:09 +0000 2014,5.41E+17,#AAPL OR @Apple,,thinking of leaving the apple environment completely thoughts
623497651,FALSE,finalized,5,12/11/2014 8:18,3,1,Fri Dec 05 18:15:54 +0000 2014,5.41E+17,#AAPL OR @Apple,,aye apple why don t you guys make the apple headphones in different colors
623497652,FALSE,finalized,3,12/11/2014 20:06,3,1,Fri Dec 05 18:16:18 +0000 2014,5.41E+17,#AAPL OR @Apple,,gva lounge in sight 6 macs and 3 pcs undetermined number of ipxs aapl
623497653,FALSE,finalized,3,12/12/2014 3:33,3,0.6816,Fri Dec 05 18:18:28 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt rhdrum aye apple why don t you guys make the apple headphones in different colors
623497654,FALSE,finalized,3,12/12/2014 2:33,5,1,Fri Dec 05 18:20:28 +0000 2014,5.41E+17,#AAPL OR @Apple,,love the apple is supporting hourofcode with workshops
623497655,FALSE,finalized,3,12/11/2014 14:43,3,1,Fri Dec 05 18:20:52 +0000 2014,5.41E+17,#AAPL OR @Apple,,iphone6c release date rumours and leaked images apple apple said to be working friday 5 decem
623497656,FALSE,finalized,3,12/11/2014 14:46,5,1,Fri Dec 05 18:21:08 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497657,FALSE,finalized,3,12/11/2014 18:42,5,1,Fri Dec 05 18:21:18 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497658,FALSE,finalized,3,12/11/2014 14:43,5,1,Fri Dec 05 18:22:47 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497659,FALSE,finalized,3,12/12/2014 12:37,5,1,Fri Dec 05 18:23:00 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497660,FALSE,finalized,7,12/11/2014 14:23,3,0.5716,Fri Dec 05 18:25:40 +0000 2014,5.41E+17,#AAPL OR @Apple,,it s important that apple not become the developer for the world we need people to invent their own stuff tim cook ceo of apple
623497661,FALSE,finalized,3,12/12/2014 11:30,5,1,Fri Dec 05 18:26:24 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497662,FALSE,finalized,3,12/12/2014 21:15,5,1,Fri Dec 05 18:26:38 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497663,FALSE,finalized,3,12/12/2014 11:19,3,0.6635,Fri Dec 05 18:27:20 +0000 2014,5.41E+17,#AAPL OR @Apple,,gopro inc has potential to become apple inc of drone market aapl
623497664,FALSE,finalized,3,12/12/2014 21:25,5,1,Fri Dec 05 18:30:27 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497665,FALSE,finalized,3,12/12/2014 1:20,1,0.6759,Fri Dec 05 18:32:46 +0000 2014,5.41E+17,#AAPL OR @Apple,,wanted the apple iphone 6 but that lighting charger made me go to an windows nokia 1020
623497666,FALSE,finalized,3,12/11/2014 18:41,3,0.6861,Fri Dec 05 18:35:38 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt onerepublic studio at 45 000 ft one outlet 4 computers apple we need the batteries of the future now
623497667,FALSE,finalized,3,12/12/2014 2:56,3,1,Fri Dec 05 18:40:07 +0000 2014,5.41E+17,#AAPL OR @Apple,,steve hayman apple national consulting engineer presents on app development at umich
623497668,FALSE,finalized,3,12/11/2014 18:41,3,0.6595,Fri Dec 05 18:42:41 +0000 2014,5.41E+17,#AAPL OR @Apple,,will apple pay consumers 1 billion for deleting their music apple inc nasdaq aapl is currently embroi
623497669,FALSE,finalized,3,12/12/2014 1:40,3,1,Fri Dec 05 18:42:41 +0000 2014,5.41E+17,#AAPL OR @Apple,,early movers big dltr thi aapl five amp more these are the stocks posting the largest moves before the bell
623497670,FALSE,finalized,3,12/12/2014 21:08,5,1,Fri Dec 05 18:45:12 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497671,FALSE,finalized,4,12/12/2014 0:43,1,1,Fri Dec 05 18:45:19 +0000 2014,5.41E+17,#AAPL OR @Apple,,allandthompson apple let me just go ahead and get this one out of the way u gon na get a virus amp ur whole house will explode
623497672,FALSE,finalized,3,12/12/2014 1:50,3,0.681,Fri Dec 05 18:49:33 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt onerepublic studio at 45 000 ft one outlet 4 computers apple we need the batteries of the future now
623497673,FALSE,finalized,3,12/12/2014 8:58,1,0.6708,Fri Dec 05 18:50:37 +0000 2014,5.41E+17,#AAPL OR @Apple,,zuckerberg attacks if apple really cared about customers iphones would cost less aapl aapl
623497674,FALSE,finalized,3,12/12/2014 21:15,5,0.6758,Fri Dec 05 18:51:53 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497675,FALSE,finalized,3,12/12/2014 14:45,5,1,Fri Dec 05 18:52:48 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497676,FALSE,finalized,3,12/12/2014 8:57,3,1,Fri Dec 05 18:54:42 +0000 2014,5.41E+17,#AAPL OR @Apple,,you ll be able to learn how to code for free next week at your nearest apple store
623497677,FALSE,finalized,3,12/12/2014 0:42,3,0.6801,Fri Dec 05 18:54:55 +0000 2014,5.41E+17,#AAPL OR @Apple,,you ll be able to learn how to code for free next week at your nearest apple store
623497678,FALSE,finalized,4,12/11/2014 21:45,5,0.7346,Fri Dec 05 18:57:06 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497679,FALSE,finalized,3,12/11/2014 21:17,3,1,Fri Dec 05 18:58:20 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt ravimikkelsen hrhound mandogallegos nice if the actor had on an iwatch he d have the entire suite of apple products sponsordeal
623497680,FALSE,finalized,3,12/12/2014 21:15,3,1,Fri Dec 05 18:59:16 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple adds new flyover locations to maps siri movie showtimes in more countries ios blog aapl
623497681,FALSE,finalized,4,12/12/2014 0:43,3,0.7666,Fri Dec 05 19:05:09 +0000 2014,5.41E+17,#AAPL OR @Apple,,helping you amp your loved ones on the street with our free apple app winnipeg acura
623497682,FALSE,finalized,3,12/12/2014 2:50,5,1,Fri Dec 05 19:07:28 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497683,FALSE,finalized,9,12/11/2014 14:23,3,0.4509,Fri Dec 05 19:08:40 +0000 2014,5.41E+17,#AAPL OR @Apple,,aapl baba amp twtr are having their 9 amp 1 2 day they fooling around not on their magic carpet next week s
623497684,FALSE,finalized,3,12/12/2014 0:01,3,0.6646,Fri Dec 05 19:10:38 +0000 2014,5.41E+17,#AAPL OR @Apple,,plaintiff withdrawn in ipod antitrust lawsuit aapl aapl
623497685,FALSE,finalized,3,12/12/2014 21:17,5,0.6758,Fri Dec 05 19:13:12 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497686,FALSE,finalized,3,12/12/2014 19:56,3,1,Fri Dec 05 19:13:20 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt jpdesloges plaintiff withdrawn in ipod antitrust lawsuit aapl aapl
623497687,FALSE,finalized,3,12/12/2014 2:17,1,1,Fri Dec 05 19:13:33 +0000 2014,5.41E+17,#AAPL OR @Apple,,my keyboard only ever freezes up when i m trying to talk to ian apple why do u hate the sophian
623497688,FALSE,finalized,3,12/12/2014 14:02,3,0.6797,Fri Dec 05 19:24:53 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple entering era of security fear mongering from security vendors aapl aapl
623497689,FALSE,finalized,3,12/12/2014 13:13,3,1,Fri Dec 05 19:26:00 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple fibonacci technicals levels intraday update aapl aapl
623497690,FALSE,finalized,3,12/12/2014 21:20,1,0.6879,Fri Dec 05 19:26:47 +0000 2014,5.41E+17,#AAPL OR @Apple,,2nd day with my new iphone wtf apple in switching to samsungmobileus
623497691,FALSE,finalized,4,12/12/2014 8:36,3,0.7244,Fri Dec 05 19:26:55 +0000 2014,5.41E+17,#AAPL OR @Apple,,learn how to code for free on 12 11 at your nearest apple store lt excellent tech latism
623497692,FALSE,finalized,3,12/12/2014 12:12,5,1,Fri Dec 05 19:27:40 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497693,FALSE,finalized,3,12/11/2014 21:21,3,0.6822,Fri Dec 05 19:30:04 +0000 2014,5.41E+17,#AAPL OR @Apple,,aapl ubs increases apple s iphone 6 sales revenue and eps
623497694,FALSE,finalized,3,12/12/2014 2:57,5,1,Fri Dec 05 19:40:17 +0000 2014,5.41E+17,#AAPL OR @Apple,,iphone5s is the best mobile that i have had that s easy it is only that works and it is wonderfull thanks apple tim cook
623497695,FALSE,finalized,3,12/12/2014 21:21,1,0.6979,Fri Dec 05 19:46:09 +0000 2014,5.41E+17,#AAPL OR @Apple,,wut apple can i have my money back kthx
623497696,FALSE,finalized,3,12/12/2014 21:50,1,1,Fri Dec 05 19:46:58 +0000 2014,5.41E+17,#AAPL OR @Apple,,took me an hour half of it was decided in a bubble bath that i can not download ios 8 i hate you apple ee
623497697,FALSE,finalized,3,12/12/2014 2:36,3,1,Fri Dec 05 19:51:52 +0000 2014,5.41E+17,#AAPL OR @Apple,,what is homekit soon you ll control your home with your iphone aapl aapl
623497698,FALSE,finalized,4,12/11/2014 21:20,3,0.7378,Fri Dec 05 19:52:20 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt jpdesloges what is homekit soon you ll control your home with your iphone aapl aapl
623497699,FALSE,finalized,3,12/12/2014 21:32,1,1,Fri Dec 05 19:55:58 +0000 2014,5.41E+17,#AAPL OR @Apple,,calemcmartin blame apple
623497700,FALSE,finalized,3,12/11/2014 20:32,5,1,Fri Dec 05 19:56:11 +0000 2014,5.41E+17,#AAPL OR @Apple,,dude apple is all over the marketing for beats they have a great marketing team at apple
623497701,FALSE,finalized,3,12/12/2014 20:37,3,1,Fri Dec 05 19:57:10 +0000 2014,5.41E+17,#AAPL OR @Apple,,watch out apple
623497702,FALSE,finalized,3,12/12/2014 1:31,1,0.68,Fri Dec 05 19:57:36 +0000 2014,5.41E+17,#AAPL OR @Apple,,why don t we have harry potter emojis please work on this apple
623497703,FALSE,finalized,3,12/12/2014 17:41,3,0.6437,Fri Dec 05 19:59:45 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt cruci0btch why don t we have harry potter emojis please work on this apple
623497704,FALSE,finalized,3,12/12/2014 21:15,1,0.6758,Fri Dec 05 19:59:56 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt cruci0btch why don t we have harry potter emojis please work on this apple
623497705,FALSE,finalized,3,12/12/2014 11:19,1,1,Fri Dec 05 20:00:19 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt cruci0btch why don t we have harry potter emojis please work on this apple
623497706,FALSE,finalized,3,12/11/2014 23:40,1,0.6719,Fri Dec 05 20:00:59 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt cruci0btch why don t we have harry potter emojis please work on this apple
623497707,FALSE,finalized,3,12/11/2014 18:38,1,0.6595,Fri Dec 05 20:01:16 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt cruci0btch why don t we have harry potter emojis please work on this apple
623497708,FALSE,finalized,3,12/12/2014 20:39,5,0.6971,Fri Dec 05 20:03:18 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497709,FALSE,finalized,3,12/12/2014 8:42,3,1,Fri Dec 05 20:05:13 +0000 2014,5.41E+17,#AAPL OR @Apple,,twdancecenter urbannutcracker apple store in boylston st 6 30pm enjoy some krumping meet the director amp russellferg
623497710,FALSE,finalized,6,12/12/2014 13:02,3,0.5025,Fri Dec 05 20:05:56 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt cruci0btch why don t we have harry potter emojis please work on this apple
623497711,FALSE,finalized,6,12/12/2014 3:14,1,0.48,Fri Dec 05 20:06:57 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt cruci0btch why don t we have harry potter emojis please work on this apple
623497712,FALSE,finalized,3,12/12/2014 9:10,1,0.6515,Fri Dec 05 20:07:05 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt cruci0btch why don t we have harry potter emojis please work on this apple
623497713,FALSE,finalized,3,12/12/2014 2:50,not_relevant,1,Fri Dec 05 20:09:42 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple honey crisp apple for the win
623497714,FALSE,finalized,3,12/12/2014 1:53,1,1,Fri Dec 05 20:10:33 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple had a dream last night where i downgraded my iphone to a 4s and spent the rest of the dream trying to figure out what to do shame
623497715,FALSE,finalized,6,12/12/2014 2:37,3,0.501,Fri Dec 05 20:14:35 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt cruci0btch why don t we have harry potter emojis please work on this apple
623497716,FALSE,finalized,3,12/11/2014 18:39,3,0.6622,Fri Dec 05 20:14:51 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple stock is push into india too little too late aapl aapl
623497717,FALSE,finalized,3,12/11/2014 21:50,3,0.667,Fri Dec 05 20:15:35 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt cruci0btch why don t we have harry potter emojis please work on this apple
623497718,FALSE,finalized,3,12/12/2014 3:09,3,1,Fri Dec 05 20:18:15 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple inc aapl focuses on larger indian market share aapl
623497719,FALSE,finalized,3,12/12/2014 22:05,3,0.6859,Fri Dec 05 20:21:39 +0000 2014,5.41E+17,#AAPL OR @Apple,,i really want apple to drop the word book from products so employees will start treating machines with more care aka stop dropping them
623497720,FALSE,finalized,3,12/12/2014 14:08,3,1,Fri Dec 05 20:22:44 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple fibonacci technicals levels last intraday update aapl aapl
623497721,FALSE,finalized,3,12/12/2014 22:06,3,1,Fri Dec 05 20:25:02 +0000 2014,5.41E+17,#AAPL OR @Apple,,wearabledevices to consumers you re putting me on ibdnews via ibdinvestors aapl nke grmn amba invn
623497722,FALSE,finalized,3,12/12/2014 22:05,3,1,Fri Dec 05 20:25:29 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple intraday comments last update premium users aapl stockaction trading stocks mkt
623497723,FALSE,finalized,3,12/11/2014 22:14,1,1,Fri Dec 05 20:26:06 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple ios8 is still shit
623497724,FALSE,finalized,3,12/12/2014 21:57,1,1,Fri Dec 05 20:30:27 +0000 2014,5.41E+17,#AAPL OR @Apple,,marxculture appleuk thanks i ll keep it in mind tho i ve lately been so unhappy with everything apple that i m moving away from them
623497725,FALSE,finalized,3,12/12/2014 1:20,3,0.6759,Fri Dec 05 20:30:37 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple facing a challenge from google s android apple inc aapl seeking alpha
623497726,FALSE,finalized,3,12/12/2014 20:46,1,0.6804,Fri Dec 05 20:31:25 +0000 2014,5.41E+17,#AAPL OR @Apple,,daulfn appleuk apple i have a windows lappy which works well and was half the price of the alternative
623497727,FALSE,finalized,3,12/11/2014 21:56,not_relevant,0.6972,Fri Dec 05 20:32:08 +0000 2014,5.41E+17,#AAPL OR @Apple,,aapl has 6 analyst ratings in the last 7 days and 100 are positive median target 135 16 upside view aapl
623497728,FALSE,finalized,3,12/12/2014 21:04,3,1,Fri Dec 05 20:33:24 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple dec 5 trading daily profit 1 57 sh weekly profits of 18 36 sh aapl stockaction trading stocks mkt
623497729,FALSE,finalized,6,12/12/2014 21:13,1,0.5024,Fri Dec 05 20:35:01 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple apple id should always b able to b set up w out cred card paypal gift card attach to it you ll still get your if they buy fail
623497730,FALSE,finalized,3,12/12/2014 2:21,3,1,Fri Dec 05 20:35:01 +0000 2014,5.41E+17,#AAPL OR @Apple,,marxculture appleuk apple yeh was thinking of doing exactly that just wan na install decent unix on ok hardware amp live happily everafter
623497731,FALSE,finalized,4,12/12/2014 2:50,3,0.7258,Fri Dec 05 20:38:31 +0000 2014,5.41E+17,#AAPL OR @Apple,,security firm kaspersky have issued their not very cheery 2015 predictions and say apple pay to attract attacks
623497732,FALSE,finalized,3,12/12/2014 2:56,3,0.697,Fri Dec 05 20:43:18 +0000 2014,5.41E+17,#AAPL OR @Apple,,there needs to be an emoji with war paint football make up on apple emojimakers for fangirls everywhere
623497733,FALSE,finalized,3,12/12/2014 22:03,3,1,Fri Dec 05 20:44:44 +0000 2014,5.41E+17,#AAPL OR @Apple,,daulfn appleuk apple it s what most of our devs do
623497734,FALSE,finalized,3,12/12/2014 2:23,3,1,Fri Dec 05 20:45:03 +0000 2014,5.41E+17,#AAPL OR @Apple,,aapl 12 unexpected stocks bringing buffett and fellow billionaires holiday
623497735,FALSE,finalized,3,12/12/2014 3:47,3,1,Fri Dec 05 20:47:33 +0000 2014,5.41E+17,#AAPL OR @Apple,,ubs increases apple apple s iphone6 sales revenue and eps friday 5 december
623497736,FALSE,finalized,3,12/12/2014 21:06,1,0.6758,Fri Dec 05 20:49:25 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt cruci0btch why don t we have harry potter emojis please work on this apple
623497737,FALSE,finalized,6,12/11/2014 21:50,1,0.5044,Fri Dec 05 20:53:15 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple admits deleting rival music store tracks from ipods apple
623497738,FALSE,finalized,3,12/12/2014 15:04,1,1,Fri Dec 05 20:53:46 +0000 2014,5.41E+17,#AAPL OR @Apple,,is it just me who feels yosemite eats more battery amp resource than mavericks apple are you reading this
623497739,FALSE,finalized,4,12/12/2014 9:04,3,0.7253,Fri Dec 05 20:59:21 +0000 2014,5.41E+17,#AAPL OR @Apple,,block trade detected in aapl
623497740,FALSE,finalized,3,12/12/2014 21:23,1,1,Fri Dec 05 20:59:29 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple u used to b cool what happened
623497741,FALSE,finalized,3,12/12/2014 20:11,1,0.7021,Fri Dec 05 21:00:34 +0000 2014,5.41E+17,#AAPL OR @Apple,,it amp marketing systems americanexpress cause headaches as card holders with apple pay are being opted in for promotions without permission
623497742,FALSE,finalized,3,12/11/2014 22:20,1,0.665,Fri Dec 05 21:02:07 +0000 2014,5.41E+17,#AAPL OR @Apple,,facebook founder markzuckerberg attacks apple boss timcook over ridiculous comments about ads
623497743,FALSE,finalized,3,12/12/2014 1:50,5,1,Fri Dec 05 21:05:46 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt jamelia dude apple is all over the marketing for beats they have a great marketing team at apple
623497744,FALSE,finalized,3,12/12/2014 2:33,3,1,Fri Dec 05 21:06:17 +0000 2014,5.41E+17,#AAPL OR @Apple,,foreign currency exchange may be a headwind for apple aapl aapl
623497745,FALSE,finalized,3,12/12/2014 21:54,1,1,Fri Dec 05 21:12:16 +0000 2014,5.41E+17,#AAPL OR @Apple,,attcares senisbs wireless family share plan one line upgrade just killed my discount not sure it was mentioned on apple pre order page
623497746,FALSE,finalized,6,12/12/2014 22:11,5,0.6665,Fri Dec 05 21:12:42 +0000 2014,5.41E+17,#AAPL OR @Apple,,aapl rt cue proud to be part of hourofcode next week events at apple retail stores around the world
623497747,FALSE,finalized,3,12/12/2014 4:05,5,1,Fri Dec 05 21:13:26 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497748,FALSE,finalized,3,12/12/2014 20:45,5,1,Fri Dec 05 21:13:45 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt shannonmmiller love the apple is supporting hourofcode with workshops
623497749,FALSE,finalized,3,12/12/2014 0:42,1,1,Fri Dec 05 21:19:52 +0000 2014,5.41E+17,#AAPL OR @Apple,,itunes is awful amp is ruining my life fix your shit apple
623497750,FALSE,finalized,6,12/12/2014 13:37,3,0.642,Fri Dec 05 21:19:57 +0000 2014,5.41E+17,#AAPL OR @Apple,,buyer s guide deals on macbook air retina macbook pro ipads apple accessories and more mac blog aapl
623497751,FALSE,finalized,3,12/12/2014 16:21,1,0.6585,Fri Dec 05 21:20:30 +0000 2014,5.41E+17,#AAPL OR @Apple,,forget apple apple s iphone and samsungmobileus samsung s galaxy the humble flip phone is back frid
623497752,FALSE,finalized,3,12/11/2014 21:21,3,1,Fri Dec 05 21:25:19 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple inc price at close december 05 2014 is 114 9801 apple aapl
623497753,FALSE,finalized,3,12/12/2014 22:01,1,0.675,Fri Dec 05 21:30:03 +0000 2014,5.41E+17,#AAPL OR @Apple,,aapl why can t apple meet demand for the iphone 6
623497754,FALSE,finalized,3,12/12/2014 19:59,1,1,Fri Dec 05 21:35:48 +0000 2014,5.41E+17,#AAPL OR @Apple,,had soo many iphones and never had a problem smashed 2 screens in 3 months with this 6 apple u can suck my balls
623497755,FALSE,finalized,4,12/12/2014 4:00,3,0.7201,Fri Dec 05 21:37:24 +0000 2014,5.41E+17,#AAPL OR @Apple,,will apple pay consumers 1 billion for deleting their music aapl
623497756,FALSE,finalized,3,12/12/2014 1:24,1,0.6373,Fri Dec 05 21:43:15 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt taraluv had soo many iphones and never had a problem smashed 2 screens in 3 months with this 6 apple u can suck my balls
623497757,FALSE,finalized,3,12/12/2014 9:30,1,1,Fri Dec 05 21:43:21 +0000 2014,5.41E+17,#AAPL OR @Apple,,is there ever going to be a moment y all are going to fix the battery mine goes from 100 to 22 in an hour apple
623497758,FALSE,finalized,3,12/12/2014 15:02,3,0.7119,Fri Dec 05 21:45:05 +0000 2014,5.41E+17,#AAPL OR @Apple,,the power of apple s strong branding and store design in one photo via qz article
623497759,FALSE,finalized,3,12/12/2014 15:04,5,1,Fri Dec 05 21:48:44 +0000 2014,5.41E+17,#AAPL OR @Apple,,sorry samsung but i will be taking my smartphone talents over to apple the iphone 6 is more reliable amp is better for everyday usage
623497760,FALSE,finalized,3,12/11/2014 18:42,1,0.6595,Fri Dec 05 21:50:00 +0000 2014,5.41E+17,#AAPL OR @Apple,,why can t apple apple meet demand for the iphone6 friday 5 december
623497761,FALSE,finalized,3,12/12/2014 22:03,3,1,Fri Dec 05 21:51:49 +0000 2014,5.41E+17,#AAPL OR @Apple,,so which promoproduct suppliers carry brandable apple compliant adapters headsaregoingtoroll
623497762,FALSE,finalized,3,12/11/2014 22:16,3,1,Fri Dec 05 21:53:14 +0000 2014,5.41E+17,#AAPL OR @Apple,,early apple employee bill fernandez shares details on steve jobs creation of the apple ii and more aapl
623497763,FALSE,finalized,4,12/12/2014 8:36,3,0.7244,Fri Dec 05 21:54:43 +0000 2014,5.41E+17,#AAPL OR @Apple,,rt dannyrosin so which promoproduct suppliers carry brandable apple compliant adapters headsaregoingtoroll
623497764,FALSE,finalized,3,12/11/2014 21:18,3,0.6822,Fri Dec 05 21:55:14 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple maps where is the faustadium floridaatlantic fauathletics fau bocaraton floridaatlantic floridaa
623497765,FALSE,finalized,3,12/12/2014 9:10,1,1,Fri Dec 05 21:58:24 +0000 2014,5.41E+17,#AAPL OR @Apple,,paid 20 for a new 5 charger and couldn t b more pissed about it this is rape apple
623497766,FALSE,finalized,3,12/12/2014 13:04,1,0.6525,Fri Dec 05 21:59:27 +0000 2014,5.41E+17,#AAPL OR @Apple,,apple my wifi is on amp working on everything else but my ipad i m so pissed two days it s been like this get it together apple
623497767,FALSE,finalized,3,12/12/2014 16:15,3,1,Fri Dec 05 22:03:07 +0000 2014,5.41E+17,#AAPL OR @Apple,,dannyrosin apple it will be interesting to watch how if this is resolved
623497768,FALSE,finalized,3,12/11/2014 20:55,3,1,Fri Dec 05 22:06:46 +0000 2014,5.41E+17,#AAPL OR @Apple,,brandivatemktg apple integrity cures most evils mfi in this case will too
623497769,FALSE,finalized,3,12/12/2014 9:39,3,1,Fri Dec 05 22:07:48 +0000 2014,5.41E+17,#AAPL OR @Apple,,dannyrosin apple agreed
623497770,FALSE,finalized,3,12/12/2014 3:33,3,1,Fri Dec 05 22:15:04 +0000 2014,5.41E+17,#AAPL OR @Apple,,aapl pale hoarse steve jobs defends apple in videotaped deposition in ipod
623497771,FALSE,finalized,3,12/12/2014 1:35,1,1,Fri Dec 05 22:16:39 +0000 2014,5.41E+17,#AAPL OR @Apple,,or phone or apple i fucking hate yhis ohone omg im so embarrassed
623497772,FALSE,finalized,6,12/12/2014 6:10,1,0.676,Fri Dec 05 22:18:30 +0000 2014,5.41E+17,#AAPL OR @Apple,,why can t apple meet demand for the iphone 6 aapl
623497773,FALSE,finalized,4,12/11/2014 14:45,3,0.7916,Fri Dec 05 22:21:49 +0000 2014,5.41E+17,#AAPL OR @Apple,,wow uber s 40b valuation would rank it no 11 in silicon valley behind the likes of apple google facebook
